,Tweet_Num,Tweet,Sentiment,tokenized_cleaned
646,647,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
647,648,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
648,649,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
649,650,"RT @gonzotrucker: #Canada #marijuananews #MarijuanaDecriminalization My friend smoked a marijuana cigarette, and then he got the munchies,…",,gonzotrucker canada marijuananews marijuanadecriminalization friend smoked marijuana cigarette got munchies
650,651,EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana… https://t.co/Nw81cIKTvO,,exclusive legalized weed new jersey happening right bill legislature doa https
651,652,"RT @jacquiekubin: #OhCanada! Ottawa just passed Canada's Cannabis Act. Stoners, investors rejoice - https://t.co/jrAbFzUj8c @CommDigiNews @…",,jacquiekubin ohcanada ottawa passed canada cannabis act stoners investors rejoice https commdiginews
652,653,"RT @WTCBusiness1: #OhCanada! Ottawa just passed Canada's Cannabis Act. Stoners, investors rejoice - https://t.co/ws3CaC6upx @CommDigiNews @…",,ohcanada ottawa passed canada cannabis act stoners investors rejoice https commdiginews
653,654,"Retrieve #data about #cannabis including companies, strains, brands, retailers, and more with Otreeba Open Cannabis… https://t.co/ZMH3YkqvOS",,retrieve data cannabis including companies strains brands retailers otreeba open https
654,655,RT @MoneyInPolitics: Guess what? We have a marijuana growers/sales industry code! See who's passing around their campaign cash: https://t.c…,,moneyinpolitics guess marijuana industry code see passing around campaign cash https
655,656,Guess what? We have a marijuana growers/sales industry code! See who's passing around their campaign cash:… https://t.co/VEKViwqPNi,,guess marijuana industry code see passing around campaign cash https
656,657,"With cannabis legalization now set for October 17th 2018 in Canada, medical field headed for ""murky waters."" Intere… https://t.co/GaPC4IiS5p",,cannabis legalization set october canada medical field headed murky waters https
657,658,"RT @TWERadio: .@KentCovington reports today's news, covering the #ExecutiveOrder, #marijuananews, and the #DowJones. 
https://t.co/CUZiNmez…",,tweradio kentcovington reports today news covering executiveorder marijuananews dowjones https
658,659,"This is #winning. Only a 10% tax!! Smart move, #Canada. 👏
This is a big win for the #economy!
#marijuananews

https://t.co/4c3cj1D67P",,winning tax smart move canada big win economy marijuananews https
659,660,"#marijuananews to become legal in #Canada in mid October. 
https://t.co/f8OO3hxsXe",,marijuananews become legal canada mid october https
660,661,Signature Collection for #Oklahoma Marijuana Measures Gets Green Light - https://t.co/ies0gstzOw #BallotInitiative… https://t.co/LWoHifuSKA,,signature collection oklahoma marijuana measures gets green light https https
661,662,La Marihuana para uso Recreativo. Legal en Canadá a partir del 17 de Octubre de 2018.  https://t.co/J90H3ly0Km… https://t.co/u9Jy8Z2Qxj,,marihuana para uso recreativo legal canadá partir del octubre https https
662,663,"RT @lecannabiste: ... Une main de fer dans un gant de chanvre. Le CANADA légalise le Cannabis en Septembre.
https://t.co/Olo7Qxf4H2
#lecann…",,lecannabiste une main fer dans gant chanvre canada légalise cannabis septembre https
663,664,#CONGRADULATIONS 🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍🍍#LEGALIZE #MARIJUANA #MARIJUANANEWS https://t.co/yX3wuusSne,,congradulations legalize marijuana marijuananews https
664,665,"RT @TyrellPacino: CEO of #PrgCoin Jessica VerSteeg In Her Own Words telling about the #cannabisindustry

Read it out. 

@JessVerSteeg  #Can…",,tyrellpacino ceo prgcoin jessica versteeg words telling cannabisindustry read jessversteeg
665,666,"CEO of #PrgCoin Jessica VerSteeg In Her Own Words telling about the #cannabisindustry

Read it out. 

@JessVerSteeg… https://t.co/rNQ0wrpa2U",,ceo prgcoin jessica versteeg words telling cannabisindustry read https
666,667,#Ontario plans to open up to 150 stores run by its #Liquor Control Board — a model of public ownership unusual in U… https://t.co/BSsdWocoqw,,ontario plans open stores run liquor control board model public ownership unusual https
667,668,"Its official! Prime Minister @JustinTrudeau announced October 17, 2018 as the day recreational marijuana use will b… https://t.co/TWLIatL8hb",,official prime minister justintrudeau announced october day recreational marijuana use https
668,669,Researchers believe that the association between marijuana and sex drive is likely due to the drug’s calming nature… https://t.co/Xe7bO9o1Z0,,researchers believe association marijuana sex drive likely due drug calming https
669,670,RT @robinlauri: Legalizing cannabis seems to be insanely lucrative and it obviously prevents criminals from selling to minors. Next up is C…,,robinlauri legalizing cannabis seems insanely lucrative obviously prevents criminals selling minors next
670,671,"Philip Levine talks opioid crisis, marijuana legalization, race in Boynton Beach https://t.co/VOqoUXKnsz #marijuana #news",,philip levine talks opioid crisis marijuana legalization race boynton beach https marijuana news
671,672,RT @myherbi_team: Chocolope Fem: Strains of #MedicalMarijuana #hemp #cannabis #marijuana #HEMP #USA #CANADA #Europe https://t.co/cJwT8Lgv7W…,,chocolope fem strains medicalmarijuana hemp cannabis marijuana hemp usa canada europe https
672,673,"""Cannabidiol cannabis CBD Dr. Sanjay Gupta dravet syndrome drugs health Medicine Society US healthcare weed news""… https://t.co/LVITjXPYJv",,cannabidiol cannabis cbd sanjay gupta dravet syndrome drugs health medicine society healthcare weed news https
673,674,RT @myherbi_team: #elearning #startups Interested in growing #career? Want to be part of the growing #MedicalMarijuana Industry? #Cannabis…,,elearning startups interested growing career want part growing medicalmarijuana industry
674,675,"RT @cannaviewzz: Smoke #Weed Everyday!
https://t.co/95yBuao2RL
#Trapicanna #weed #420 #marijuana #cannabis https://t.co/yTgZnFVELO",,cannaviewzz smoke weed everyday https trapicanna weed marijuana cannabis https
675,676,RT @myherbi_team: There's much to see in #CanaKush. Learn all there is to know about the legal #Marijuana Industry and find verified Online…,,much see canakush learn know legal marijuana industry find verified
676,677,"RT @wheretobuyvapes: Get High with Style with this trippy easy to hold Weed Grinder with Kief Catcher.

👉https://t.co/VXreS3vHUq👈

Share th…",,wheretobuyvapes get high style trippy easy hold weed grinder kief catcher share
677,678,RT @myherbi_team: #CanadianKush #Marijuana Breeders and Seed Banks from #BritishColumbia #Ontario #Canada. Offering Worldwide shipping of #…,,canadiankush marijuana breeders seed banks britishcolumbia ontario canada offering worldwide shipping
678,679,Chris Selley: Marijuana legalization is a solid win for sensible government policy https://t.co/GubNGdq7bF #marijuana #news,,chris selley marijuana legalization solid win sensible government policy https marijuana news
679,680,RT @SensibleMJ: We've got some very enthusiastic #marijuana #Decrim supporters here in #CLE. Come by the Beach House and sign our #NoFineNo…,,sensiblemj got enthusiastic marijuana decrim supporters cle come beach house sign
680,681,RT @RxLeafCA: Who else feels the same way? #cannabis #marijuana #mmj #legalization https://t.co/8cE4i5Nmvn,,rxleafca else feels way cannabis marijuana mmj legalization https
681,682,#cdnpoli Glad #marijuana #weed legalization day will be pushed to October instead of Canada Day as originally plann… https://t.co/tdaDiei84E,,cdnpoli glad marijuana weed legalization day pushed october instead canada day originally https
682,683,Everyone wants to #Decriminalize #marijuana possession in #Cleveland! #NoFineNoTime https://t.co/BOJLe9R1fZ,,everyone wants decriminalize marijuana possession cleveland nofinenotime https
683,684,@VICE #GMIWH host @pot_handbook weighs in on #Canada upcoming #Marijuana #Legalization. 12 #Podcast guests in total… https://t.co/Aso9Z5NNUX,,vice gmiwh host weighs canada upcoming marijuana legalization podcast guests https
684,685,"RT @marionecomix: Che venga legalizzata o meno, la gente continuerà a fumare #marijuana.
Ma non legalizzandola farà sempre arricchire le ma…",,marionecomix che venga legalizzata meno gente continuerà fumare marijuana non legalizzandola farà sempre arricchire
685,686,Mood... #weed #blunts #cannabis #marijuana #420 #kush #weedporn #stoner #pnwstoner #maryjane #dank #luxury… https://t.co/Ht9baCxhoX,,mood weed blunts cannabis marijuana kush weedporn stoner pnwstoner maryjane dank https
686,687,RT @DrugPolicyOrg: We're disappointed to learn none of the committee leaders in the House/Senate are willing to let #marijuana reform be vo…,,drugpolicyorg disappointed learn none committee leaders willing let marijuana reform
687,688,We've got some very enthusiastic #marijuana #Decrim supporters here in #CLE. Come by the Beach House and sign our… https://t.co/QxpozMloeB,,got enthusiastic marijuana decrim supporters cle come beach house sign https
688,689,RT @SM_Stocks: $KALY $KALY.v Kalytera Provides Update on its Lead Program in Prevention and Treatment of #GVHD #CBD @stockhouse #NewsBlast…,,kaly kalytera provides update lead program prevention treatment gvhd cbd stockhouse
689,690,Was legalizing #marijuana a good move for #Canada? https://t.co/Y2nxaIWkrC https://t.co/QSmROwKExd,,legalizing marijuana good move canada https https
690,691,RT @WeedMafiaClub: 😂 😂 😂 😂 😂 #cannabis #marijuana #weed @WeedMafiaClub https://t.co/XVUGfacA8t,,weedmafiaclub cannabis marijuana weed weedmafiaclub https
